Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.2,%,30763,332708
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.5,%,31628,332708
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.2,%,30567,332708
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.3,%,31049,332708
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.7,%,32317,332708
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.7,%,32261,332708
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.1,%,33689,332708
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.6,%,35407,332708
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,14,%,46743,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.8,%,39117,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.7,%,38824,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.4,%,38061,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.5,%,38119,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.2,%,37374,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.2,%,33952,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.5,%,31712,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.6,%,28776,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,7.6,%,25326,332708
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,6.4,%,21447,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,12.7,%,42253,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,13.4,%,44659,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,13.1,%,43532,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.8,%,39406,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.8,%,36072,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.5,%,31720,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.6,%,28577,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,7.6,%,25284,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,6.8,%,22509,332708
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,5.6,%,18696,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,12.5,%,41569,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,14.1,%,46843,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,13.3,%,44291,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.9,%,39649,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.4,%,34490,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.1,%,30314,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.3,%,27577,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,7.3,%,24146,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,6.9,%,23008,332708
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,6.3,%,20821,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,13.7,%,22143,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,16.1,%,26022,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,15.7,%,25328,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,12.4,%,19972,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,9.9,%,16024,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.6,%,13882,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,6.9,%,11199,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,6.3,%,10253,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,5.6,%,9002,161550
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,4.8,%,7725,161550
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,15.5,%,25094,161550
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,16.1,%,26011,161550
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,14.4,%,23300,161550
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,12.2,%,19669,161550
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.5,%,16949,161550
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.2,%,13277,161550
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,6.6,%,10701,161550
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,5.8,%,9291,161550
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,5.2,%,8450,161550
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,5.5,%,8808,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,12.2,%,19781,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,13.3,%,21561,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,13.5,%,21775,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,12.4,%,19977,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.6,%,17143,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,9.7,%,15591,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.1,%,13035,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,6.7,%,10854,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,6.5,%,10478,161550
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,7,%,11355,161550
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.4,%,16739,161550
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.5,%,16945,161550
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.9,%,17575,161550
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,11.5,%,18512,161550
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,11.1,%,17979,161550
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.6,%,17112,161550
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,9.8,%,15777,161550
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.9,%,14402,161550
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.4,%,13570,161550
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8,%,12939,161550
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,12,%,19398,161550
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.1,%,16305,161550
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,11.5,%,18590,161550
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,11.9,%,19220,161550
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,11.5,%,18595,161550
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,10.6,%,17192,161550
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,9.4,%,15237,161550
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,8.4,%,13624,161550
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Mixed White/Black African,ONS 2011 18+1,England,Country,E92000001,7.1,%,11439,161550
